,id,nct_id,outcome_type,measure,time_frame,population,description
8225,273181855,NCT01926145,other,Sick leave and health care utilization,1 and 3 years after baseline,,
8226,273776400,NCT00406640,secondary,Change in Hamilton Psychiatric Rating Scale for Anxiety From Baseline to Week 8 (HAM-A) Score,Baseline and Week 8,,"The HAM-A is a standardized, clinician-administered rating scale that assesses 14 items characteristically associated with major anxiety disorders. Items are scaled 0 - 4 (0=none and 4=very severe), with a maximum total score of 56. Change= 8 week adjusted mean HAM-A total score minus baseline adjusted mean total score."
8227,271543957,NCT03872323,secondary,Device-related serious adverse events,60 months,,
8228,273244970,NCT04689386,secondary,cephalic perimeter,"They will be measured at the initial assessment (the day before the start of the intervention), at the final assessment (after the intervention period), and at hospital discharge.",,Measurement cephalic perimeter will be done with a tape measure or through the clinical history.
8229,273838134,NCT02756520,secondary,Body temperature,"At baseline and 3, 6, 9 and at 12 months after enrolment",,
8230,271675992,NCT05044884,primary,Berg Balance Scale,8 weeks,,"Berg Balance Scale was originally developed to measure balance in the elderly, it has since been used to measure balance in a wide variety of patients. Each of these items is scored from 0 to 4, which are summed to make a total score between 0 and 56, with a higher score indicating better balance. The relative intrarater reliability of the Berg Balance Scale is 0.98 (0.97 to 0.99). Relative inter-rater reliability is 0.97 (0.96 to 0.98). Changes in berg balance scale from baseline to 4th and after 8 weeks of intervention will be assessed."
8231,273015103,NCT01420263,primary,Time to establish full enteral feeding,Birth to 28 days,,Time required to reach enteral feeding at 120cc/kg/day
8232,272098874,NCT02350413,primary,FSFI Female Sexual Function Index,Cases were administered and fulfilled the questionnaires at the moment of diagnosis of endometriosis up to 4 weeks,,"self-reporting questionnaire made up of 19 items evaluating six domains: desire, arousal, lubrication, orgasm, satisfaction, and pain. The full-scale score is a minimum of 2.0 and a maximum of 36.0 and is obtained by adding the scores of each of the domains. A low score is significant for decreased sexual function, but for the pain domain, low scores indicate greater pain."
8233,273920408,NCT02632916,primary,The changes in serum ionized calcium levels at 48 hours following the administration of denosumab versus zoledronic acid.,"48 hours after each drug administration (48 hours post baseline and 48 hours post 6, 12 and 18 month visits)",,"To observe the changes in serum ionized calcium levels at 48 hours following the administration of denosumab versus zoledronic acid. Hypocalcemia at 48 hours has been chosen as the primary outcome since this is a clinically important side effect of both denosumab and zoledronic acid, and 48 hours is around the time of the anticipated calcium nadir"
8234,273126621,NCT00779961,primary,The primary outcome will be determined by the presence/absence of Velopharyngeal Insufficiency (VPI) at 5 years of age.,5 years,,
8235,273673895,NCT00686179,secondary,"Plasma concentration (AUC, Cmax, tmax etc)",11 PK-measurements x 4 (4-way crossover),,
8236,273983897,NCT01549769,primary,Area under the curve,24 hours,,
8237,274152731,NCT05160025,primary,Visual Attention (Infrared Eye-tracking Data Representing Gaze Positions in a 3D Coordinate Plane to be Used in Calculating Dwell Time in Regions of Interest in the Virtual Simulation) - Self-Competition,Session 1 - During the 8-minute self-competition bout,,"3D gaze positions are measured continuously (40 values per second, 40 Hz) and valid gaze datapoints are extracted. The percentage of total valid gaze datapoints that are directed to the task are calculated as a metric of visual attention. A higher percentage reflects higher task focus, meaning that the higher percentage the higher degree of focus on the task. The reported value is measured as a percentage (%)."
8238,273888966,NCT02632890,primary,"Patient survey: Proportion of patients who have utilised the PAC, and the extent of its use",At patient enrolment,,
8239,274187215,NCT00388154,primary,Overall Objective Response Rate (CR + PR),Responses required confirmation by imaging after 4-week+ interval following 3 week (21 day) therapy course.,,"Objective response (OR) defined as percentage of participants with RECIST Complete Response (CR) and Partial Response (PR), defined as CR: Disappearance all target and non-target lesions, no evidence of new lesions documented by 2 disease assessments at least 4 weeks apart. Normalization of CA-125, if elevated at baseline, is required; PR: 30% decrease in sum of longest dimensions (LD) of all target measurable lesions reference baseline sum of LD, no unequivocal progression of non-target lesions; no new lesions documented by 2 disease assessments at least 4 weeks apart is required. In the case where the ONLY target lesion is a solitary pelvic mass measured by physical examination, which is not radiographically measurable, a 50% decrease in the LD is required. 21-day cycle assessments or until either disease progression or adverse effects prohibit further treatment."
8240,274113668,NCT05517447,secondary,Percentage of proptosis responders in study eye in batoclimab non-responder participants in the feeder studies,At Week 24,,
8241,272891070,NCT03863522,secondary,Correlation of Known Lab Assay for FNA Versus the Core Biopsy,up to 2 years,,Number of participants in whom gene-methylation prediction of benign or malignant using our known laboratory assay (QM-MSP) matches for both the FNA sample and the core biopsy sample
8242,272702556,NCT04399070,primary,Montgomery-Asberg Depression Rating Scale scores,the 1 day after the last ECT,,"the patients' depression were evaluated with Montgomery-Asberg Depression Rating Scale scores after ECT. The scores ranged 0-60, and <17 were normal, the higher the score means more serious disease."
8243,272581987,NCT04701060,other,To investigate the clinical efficacy of PD-L1 expression in predicting the combination of Camrelizumab and apatinib,36 months,,To investigate the clinical efficacy of PD-L1 expression in predicting the combination of Camrelizumab and apatinib
8244,272313380,NCT02625259,primary,AUClast: Area Under the Plasma Concentration-time Curve From Time 0 to the Time of the Last Quantifiable Concentration for TAK-117,Part 1 and 2: Day 1 or 15 pre-dose and at multiple time points (up to 72 hours) post-dose; Part 3: Day 1 (TAK-117) and Day 15 (TAK-117 + Lansoprazole) pre-dose and at multiple time points (up to 72 hours) post-dose,,
8245,273444687,NCT04494412,secondary,Number of participants with abnormal findings in body temperature,From start of treatment (Day 1) up to Day 24,,Number of participants with abnormal findings for body temperature will be assessed.
8246,271762416,NCT05374252,primary,Overall survival,from the end of treatment to 3 years after treatment,,overall survival
8247,273134845,NCT01736488,secondary,"The difference of sitting Systolic Blood Pressure(SiSBP) among at resting, each exercising stage and recovery",After 8 weeks from baseline visit,,"To compare the difference of sitting Systolic Blood Pressure(SiSBP), sitting Diastolic Blood Pressure(SiDBP), Heart Rate, neurohormonal markers among at resting, each exercising stage and recovery between Fimasartan 60mg group and Atenolol 50mg group"
8248,274020089,NCT02551029,secondary,Questionnaire for the assessment of early life traumata,"During the test day (= day 1), before scanning",,"Scores of the ETISR-SF, The Early Trauma Inventory Self Report - Short Form comprises of 27 items, divided into four dimensions (general trauma, physical abuse, emotional abuse and sexual abuse) and scored on a dichotomous scale (Yes/No)."
8249,272212394,NCT03042039,secondary,Change in Psychological measures (1) by assessing Geriatric Depression Scale,"Changes in Psychological measures as assessed based on GDS-SF between baseline, midterm (after approximately 6 months) and after (approximately) 12 months (=end of study)",,Geriatric Depression Scale (GDS Short Form)
8250,273725895,NCT02838693,primary,Changes in beta-cell function in Asian populations with normal glucose tolerance and prediabetes over 3 years.,Data for each participant will be analysed upon completion all their OGTT visits,,"Glucose & c-peptide laboratory results, from OGTT, will be used to assess glucose tolerance and beta cell function"
8251,273163440,NCT01851356,primary,Comparison of VT values obtained in MDD subject with those from healthy controls.,single time point,,
8252,271403345,NCT02990533,secondary,Physical Activity Level,Change from Baseline to 30-day Followup,,Number of daily steps
8253,272354668,NCT02377427,secondary,Number of Participants With Positive Anti-mepolizumab Binding Antibodies and Neutralizing Antibodies Response in Part A,Baseline and Weeks 16 and 20,,"Blood sample for immunogenicity was collected for anti-mepolizumab binding antibodies and neutralizing antibodies response in Part A at indicated time points prior to study treatment administration. Number of participants with positive anti-mepolizumab binding antibodies and neutralizing antibodies response was summarized. Participant was considered 'Positive' if they had at least one positive post-baseline assay result. Any Time Post Baseline has been presented, which included all visits (including scheduled and unscheduled) post-baseline was considered for this visit derivation. Only those participants with data available at the specified time points were analyzed (represented by n=X in the category titles)."
8254,271877380,NCT03498690,primary,The top five disparities and similarities in ranking between interventions,Up to 20 weeks or study completion,,Prioritization of method preferences as decided by participants
8255,271346361,NCT02889796,secondary,"Percentage of Participants Who Achieved ACR 70% Improvement (ACR70) at Weeks 2, 4, 12, and 24","Weeks 2, 4, 12, and 24",,"ACR70 response is achieved when the participant has: ≥70% improvement (reduction) from baseline in TJC68, SJC66 and in at least 3 of the following 5 items: PGA and SGA assessed using VAS on a scale of 0-100 [0 and 100 indicating no disease activity and maximum disease activity]; subject's pain assessment using VAS on a scale of 0-100 [0 and 100 indicating no pain and unbearable pain]; HAQ-DI score contains 20 questions, 8 components: dressing/grooming, arising, eating, walking, hygiene, reach, grip and activities and scored on a scale of 0-3 [0 and 3 indicating without difficulty and unable to do]; hsCRP. Participants with missing outcomes were set as non-responders."
8256,271489782,NCT00095147,primary,OL; Mean Change From Baseline to Day 1121 in Electrolytes,"Baseline (Day 1), Day 1121",,"Sodium (Na): <0.95 x LLN, >1.05 x ULN; potassium (K): <0.9 x LLN, >1.1 x ULN; chloride (Cl): <0.9 x LLN, >1.1 x ULN"
8257,272894602,NCT00384254,primary,The primary outcome is self-reported consecutive quit at 3 and 12 months following intervention.,3 and 12 month,,
8258,272934348,NCT05586126,secondary,P/F ratio day 5,day 5 after intubation,,P/F ratio on day 5 after intubation
8259,273505629,NCT06236048,primary,Cortical network activity,1 day,,Network activity / connectivity as measured using fMRI at 3 Tesla
8260,273969766,NCT00806585,secondary,Change From Baseline in Body Weight at Week 24,Baseline and Week 24,,"Fasting weight was assessed at baseline and after 24 weeks of study drug administration and was measured after voiding, with shoes and socks off, wearing clinic gown to reduce variability and maintain consistency. Same standardized digital scale was used throughout the study."
8261,273831071,NCT04301518,other,Reduction in rate of preterm birth <32 weeks gestation after sPTB,Delivery,,"Reduction in the rate of preterm birth <32 weeks of gestation after spontaneous rupture of membranes or spontaneous onset of labor (sPTB), in the PTB Prevention arm versus the Control arm."
8262,271617451,NCT05573490,secondary,"Self-reported depression immediately post-intervention, after controlling for baseline performance",15-Week Post-Intervention Follow-up,,"21-item Beck Depression Inventory-2 was used as a measure of self-reported depression. Scores range from 0-63, with higher scores denoting greater self-reported depression symptoms."
8263,272306513,NCT04989127,other,the number of analgesic tablets,"day 1,2,3,7 and 15",,"Check the patients analgesic number of days 1,2,3,7 and 15."
8264,273218202,NCT01748448,secondary,25(OH)D3 serum levels,"study duration maximum 3,5 years",,25(OH)D3 serum levels will be recorded at diagnosis and at 6 months intervals up to final study visit. Genetic variability of Vitamin D pathway will be correlated with 25(OH)D3 serum levels
8265,272718653,NCT03409055,secondary,transfusions,an average of 30 days,,number of transfusions needed
8266,273991936,NCT00768053,primary,Sensitivity to Change of the EULAR-RAID Score: Change From Baseline to Week 12,"Baseline, Week 12",,"Sensitivity to change analyzed by testing if the difference of change from baseline of EULAR-RAID score minus the change from baseline of each component (pain, functional disability, fatigue, sleep disturbance, coping, overall physical and emotional well-being with score range 0 [not affected, very good] to 10 [most affected]) was different from 0 or not. Results expressed as standardized response mean (SRM) calculated as ratio of mean change over standard deviation of the change. A non significant test (p value ≥0.05) means the component had a significant influence to global EULAR RAID score."
8267,273956731,NCT05758532,secondary,Infection severity: Antibiotic use for infection within the 18 months following randomisation,Measured over the 18 months following randomisation,,"Per event, defined as a binary variable (yes/no)"
8268,272272794,NCT06275113,other,Patients' outcome,12 months,,"Rate of occurrence of clinical events (all-cause deaths, recurrent athero-thrombotic events, all cause hospitalizations, specific causes of death and hospitalizations) during the 12 follow-up of each enrolment phase."
8269,272231302,NCT02355509,secondary,Chance in postprandial hyperglycemia,3 months treatment,,"A 5 hour postprandial test is performed in each patient, were glucose is measured at 0, 5, 10, 20, 30, 60, 120, 180, 240 and 300 minutes, pre and post-treatment"
8270,272468270,NCT03449316,secondary,Functional control,Evaluation at 12 months.,,Functional control using FEV1/FVC ratio.
8271,272016853,NCT05935449,secondary,Pain Score Using Visual Analog Pain Scale(VAS),"15, 30, 45, 60 minutes after injection",,"Assess the pain score after 15, 30, 45, 60 minutes of application of Formaderm Lidocaine and Formaderm Dermal Filler Injection(without Lidocaine) at nasolabial fold by utilizing subject reported visual analog pain scale (1 = no pain, 10 = excruciating pain)."
8272,273789895,NCT04299035,primary,Total pain med consumption in the PACU,3 hours,,"Total Morphine, NSAIDs and Tramadol amount (mg) in the PACU"
8273,273245815,NCT03750331,secondary,number of patients who needed to return to dialysis,2 years,,
8274,273915095,NCT02715011,secondary,Part 2: Anti- JNJ-63709178 antibodies concentration,Up to 1.5 years,,
8275,274248533,NCT04580277,primary,Clinical response or remission,8 weeks,,"Proportion of subjects with clinical response defined as reduction in modified pouch disease activity index (mPDAI) score ≥2 from baseline at 8 weeks. The mPDAI is an 18 point scale of pouchitis disease severity, with higher scores corresponding to worse disease severity."
8276,272579194,NCT03318666,secondary,Anxiety Symptoms,6 weeks,,Generalized Anxiety Disorders 7-item Questionnaire measures extent of anxiety symptoms. The total score ranges from 0 to 21 with a higher score indicating greater severity.
8277,273614765,NCT06267105,secondary,Pain feeling,"1, 3 and 6 months",,"EVA scale from 0 to 10, being 10 a lot of pain"
8278,271529978,NCT03920059,secondary,"Progression to CKD stage 3 or more at 96, 144 and 240 week","96, 144 and 240 weeks",,
8279,272588016,NCT03714516,secondary,"Change in loneliness (score at the De Jong Gierveld Short Scale for Emotional and Social Loneliness, short version)",Pretest / 12-week posttest / 3-month Follow-up,,"Short Version of the De Jong Gierveld Short Scale for Emotional and Social Loneliness (de Jong Gierveld & van Tilburg, 2010; Vandenbroucke et al, 2012), on a scale ranging from 1 = yes, to 3 = no. The mean score is used as a final score. Higher score represent a higher self-perceived loneliness."
8280,272435950,NCT06028048,secondary,RTW expectations,"Baseline (T0), after 3 months (T1), After 6 months (T2) and after 12 months (T3)",,"RTW expectation will be measured using a single question asking participants: 'in your estimation, what is the chance you will be at work in 6 months, measured on a 10-point rating scale from 1 (Very little chance) to 5 (very high chance)."
8281,271840056,NCT05672628,secondary,Number of subjects who have received occupational therapy,Session 2 (week 1 day 2),,
8282,271637643,NCT01348113,secondary,Alcohol consumption in the month preceding the final evaluation at 1 year,1 year,,
8283,272235284,NCT02741141,secondary,Maternal measures associated with possible effects of both strategies on maternal and fetal outcome,From the admission in the labour ward until the dismissal from maternity (2 to 5 days),,Rate of third- and fourth-degree perineal tears and episiotomy (%)
8284,272594272,NCT03212859,secondary,Patient Satisfaction,27 months,,"The Global Perceived Satisfaction and Effect score is used to measure the patients' satisfaction about the intervention and the perceived effect on a 7-point Likert scale ranging from very unsatisfied to very much satisfied and very much deterioration to very much improvement, respectively."
8285,272863950,NCT01637922,primary,R-methadone: Geometric Mean Steady-state C24hr on Day 1 and on Day 9.,"0 hours, 0.5 hours, 1 hour, 1.5 hours, 2 hours, 2.5 hours, 3 hours, 4 hours, 6 hours, 8 hours, 12 hours and 24 hours on Day 1 and Day 9",,These are the unadjusted summary statistics on the original scale for steady-state plasma concentration of faldaprevir 24 hours after the last dose
8286,274105552,NCT04233749,secondary,Change in Erythema using Diffuse Reflectance Spectroscopy,11 visits over 270 days,,Determine if there is a reduction in erythema in patients with LPP or EDP after administration of tranexamic acid using diffuse reflectance spectroscopy.
8287,273540623,NCT04589793,secondary,Dietary patterns,0 months,,FinTerveys dietary questionnaire (https://thl.fi/documents/189940/4779595/FT17_FFQ_ENG_paino.pdf/4a2ef46b-272e-4bb4-827c-e1cb1314f09a)
8288,273677005,NCT03721510,primary,Pharmacokinetics - Area under the concentration decay curve (AUC),Up to 44 weeks,,"Pharmacokinetics following IV infusion of PGT121, VRC07-523LS and PGDM1400 in HIV-uninfected and HIV-infected adults:

• Area under the concentration decay curve (AUC)"
8289,273962551,NCT00592553,secondary,"Change From Baseline in Percentage of Time During the Active Period Spent at Low Activity (Less Than or Equal to [≤] 15 Steps/Minute), Medium Activity (16-30 Steps/Minute), and High Activity (Greater Than [>]30 Steps/Minute) at Week 48","Baseline, Week 48",,"SAM is a pedometer(worn on the ankle) that continuously records the number of steps per time interval. Participants were instructed to continue to wear the SAM for at least 9 consecutive days. SAM was used to record the number of strides/minute following each visit. A stride is the leg motion that begins when the foot with SAM leaves the floor and ends when the same foot touches the floor again. Proportion of time during active periods spent at low activity(≤15 steps/minute), medium activity(16-30 steps/minute), and high activity(>30 steps/minute) were computed for each participant. Mean obtained during Screening and following Week 1 visit were used as baseline data for analysis. For each day, an active period was defined as first time after 3:00 AM that >2 strides/minute were recorded to the last time prior to midnight that >2 strides/minute were recorded. Days were deleted on which such an active period was <50% of the mean active period across all days for that participant's visit."
8290,272983038,NCT05433493,primary,Change in executive functions assessed through Frontal Assessment Battery (FAB),12 weeks after the beginning of the intervention,,"FAB assesses executive functions such as abstract thinking, mental flexibility, motor programming, interference sensibility, inhibitory control and environmental independence. Scores range between 0 - 18 points with higher scores indicating better cognitive function."
8291,273211826,NCT05539729,secondary,Changes in number of paramagnetic rim lesions,Baseline and 12 months,,"Changes in number of paramagnetic rim lesions

Paramagnetic rim lesions are a type of brain injury found in MS patients."
8292,273687101,NCT02714686,secondary,Mean effects on survey questions relating to partners' perceptions of fertility and birth spacing (as reported by women),Baseline and 3 years,,"Partners' perception on the ideal time lapse between first and second birth (in standard deviation units from the control group)
Partners' perception on the ideal number of children in total (in standard deviation units from the control group)"
8293,271945001,NCT03658733,secondary,The rate of adverse events happening,6 months,,Parameters of liver and kidney function before and after the treatment will be compared. Common adverse events will be measured and patients will rate the severity of their symptoms from 0 (none) to 8 (severe) points during the treatment process.
8294,272140887,NCT03444805,secondary,Use of immunosuppressive drugs,2 years post-transplant,,"defined as use of any post-transplant immunosuppressive drugs (mycophenolate mofetil, azathioprine, oral or iv cyclosphosphamide or methotrexate) for either causes (maintenance therapy as per local protocol decision, SSc progression or relapse) and total duration of exposure to this post-transplant immunosuppressive treatment (average monthly daily dose and months duration)"
8295,271681884,NCT01209234,other,Cost and Cost Savings Associated With Post-discharge MRSA Decolonization,1 year,,Medical and non-medical costs of MRSA infection within the 1 year follow up period
8296,274157495,NCT04553263,primary,Stimulant use 1 month after leaving inpatient treatment (urine toxicology),84 days,,"Stimulant use 1 month after leaving inpatient treatment, assessed via urine sample."
8297,271966267,NCT04885322,primary,EEG Attention Lapse Measures on the Change Detection Task,"Through study completion, an average of 1 month",,Pre-trial power in the alpha frequency band (8-12 Hz)
8298,271920719,NCT05581277,secondary,Health-related quality of life (EuroQol-5D),Up to 12 months,,Evaluation through 5 items of quality of life.
8299,272300383,NCT04434235,primary,Change of neck joint-position error between differnent weight conditions,20 minutes group cervical stiffness,,"Joint-position error will be will be assessed with Sensomove. It consists of the 3D senscoordination sensor, an adjustable headband, and basic software for motion feedback of head movements. The change of Joint-Position Error with and without additional axial load will be assessed."
8300,272022280,NCT02037503,other,The visual analogue pain intensity scale,During the experiment session,,Reduction in subjective pain intensity
8301,273414528,NCT03275064,secondary,Serum Concentrations of LNA043 - Part A,"Week 1: 0 (pre-dose), 0.25 hours, 1, 2 hours post dose; Weeks 2, 3, 4: 0 hour (pre dose), 1 hour post dose",,"Concentrations for LNA043 were determined by a validated LC-MS/MS method; the anticipated LLOQ was 10ng/mL in serum. Concentrations below the LLOQ were reported as ""zero"""
8302,273805397,NCT02625831,secondary,Correlation of anti-ficolin-3 antibodies with anti-C1q antibodies in SLE patients,measured at day of inclusion = T0.,,"This study have a single visit approach with serum collection so every outcome is measured at T0, which is the only visit for the patient."
8303,273564346,NCT05885763,primary,Evaluation of the PK profile of difelikefalin - Cmax,1 week,,Cmax = Maximum (peak) observed plasma concentration
8304,271833507,NCT05958368,primary,Fasting Blood Glucose,Week 5 - Week 0,,the primary outcomes are based on within subject concentration change scores
8305,274036595,NCT00898599,primary,Serum anti-vaccine antibody concentrations,Weeks 2 and 4 post-vaccination,,
8306,271398470,NCT04673370,secondary,"Depression, Anxiety and Stress Scale-21 item",Baseline,,"The DASS-21 is a self-rated assessment of patients' depressive, anxious and stress symptoms. Questions focus on depressive, anxious and stress symptoms during the past 7 days, and higher cumulative scores indicate more severe depression, anxiety and stress. Subscale scores are calculated as the sum of the responses to the seven items from each subscale multiplied by 2. The cutoffs for depression, anxiety, and stress are >9, >7, and >14, respectively."
8307,272145306,NCT03433937,secondary,Hospitalization readmission time,3 months,,Length of hospital readmissions (days)
8308,273468025,NCT02954783,secondary,Changes in Tumor Necrosis Factor alpha (TNFa) concentration,Baseline and up to 8 weeks,,Concentrations of TNFa will be measured in blood samples by Enzyme-Linked Immunosorbent Assay (ELISA) analyses.
8309,271961754,NCT02746679,secondary,The Zung Self-Rating Depression Scale Scores Before and After the Intervention,Baseline and 8 weeks,,"The full name of the scale called Zung Self-Rating Depression Scale.The ZSDS includes 10 positively worded items and 10 negatively worded items that assess symptoms of depression. Item responses are ranked from 1 to 4, and higher scores correspond to more frequent symptoms. For each item,patients give a score according to whether the item has occurred: 1 = never/very rarely; 2 = once in a while/some of the time/occasionally; 3 = relatively often/very often/often; 4 = most of the time/always. Each items points accumulated as raw scores,the lowest raw score is 20 points, the highest raw score is 80 points. The raw scores multiply by 1.25, taking the integer part as the standard scores.The ZSDS standard scores were used to define four categories of depression severity: within normal range or no significant psychopathology (below 51points); presence of minimal to mild depression (51-60points); presence of moderate to marked depression (61-70points)."
8310,271909182,NCT03998254,secondary,"Stage I: Combined Incidence of HPV 31-, 33-, 45-, 52-, and 58-related 6-month Persistent Non-cervical Infection",1 month post vaccination 3 (Month 7) up to Month 30,,"A 6-month persistent non-cervical infection is defined to have occurred if a participant who is positive for the same HPV type by the HPV PCR assay in the LVPP swabs, biopsy, or definitive therapy samples obtained from the external genitalia in 2 or more consecutive visits over a period of at least 6 months. . Incidence is defined as the number of cases of persistent infection per 10,000 person-years of follow-up in a treatment arm."
8311,273589769,NCT01301079,primary,Pain 90 Minutes,90 minutes,,The scale measure pain after 90 minutes (0 - without pain and 10 worst pain possible). The individual can choose any number between 0 - 10.
8312,271928425,NCT03433313,secondary,Overall response (OR) prior to surgery,At screening and prior to surgery (3-6 weeks after completion of neoadjuvant chemotherapy),,Objective response is defined as partial response (PR) or complete response (CR) according to RECIST v1.1
8313,272121824,NCT05652946,secondary,Range of Motion (ROM),"Through study completion, an average of 2 years",,To test range of motion of upper and lower extremity joints
8314,273433268,NCT00324506,secondary,Secondary Objectives:,one year,,
8315,272835611,NCT02712359,secondary,Anti-HAV Antibody Concentrations at Approximately 8 Years Following Last Administered Havrix Dose,At approximately 8 years after the last administered vaccine dose,,"Anti-HAV antibody concentrations were measured by ELISA, expressed as GMCs, in mIU/mL. The cut-off of the assay was an anti-HAV antibody concentration equal to or above (≥) 15 mIU/mL."
8316,272186486,NCT05015517,secondary,Visual analogue pain score,"at rest at 2, 4, 6, 12, 18, and 24 hours postoperatively",,"The visual analog scale (VAS) is a validated, subjective measure for acute and chronic pain. Scores are recorded by making a handwritten mark on a 10-cm line that represents a continuum between ""no pain"" and ""worst pain."""
8317,271885241,NCT05044546,primary,Focus group,Up to 6 months postpartum,,"With Dr. Blalock as cross-reader, Dr. Villarreal will work with readers (i.e., AIM staff) to code transcripts for overarching themes, supported by NVivo11 qualitative data analysis software, using conventional grounded theory methodology (identifying categories that capture the basic aspects of the group's experience)."
8318,273421086,NCT05194397,secondary,Within participant changes in muscle mass (lower leg lean muscle mass by DXA),Baseline to 16 Weeks,,Muscle mass will be assessed by completion of whole body DXA scanning.
8319,271728295,NCT03577080,primary,Balance outcomes,baseline,,The tests were performed using a stabilometric platform
8320,272420882,NCT06132347,primary,Diagnostic performances,at 6 months,,"Diagnostic performance of the DendrisCHIP®OA OA method in routine situation compared with the laboratory's usual method according to method validation criteria (sensitivity, specificity, NPV, PPV)."
8321,272764974,NCT05660980,secondary,Proportion of children who experience an SAE through Weeks 48 and 72 of CAB + RPV (oral and injectable) (Cohort 1),Through week 48 and 72,,
8322,272517663,NCT04771533,primary,Assessment of the grip strength,up to 10 weeks,,"Grip strength, kg (a manual electronic dynamometer (EH 101) was used for grip strength measurement (error of measurement, 0.5 kg/lb)"
8323,273123089,NCT02351869,secondary,CANTAB Medication Listing,Assessed an average of 3 days after baseline,,Used to collect medications taken the day before and on the day of blood work
8324,272199513,NCT04949451,secondary,Body weight,"Change is being assessed at baseline, 4, 8, and 12 weeks.",,Body weight will be measured in kilograms.
8325,273881226,NCT04927676,primary,antral follicle count,2 months,,Evaluation of the antral follicle count in women with HH
8326,272567126,NCT06123312,secondary,Adverse events,Time Frame: up to 1 week,,"Occurrence of bleeding, pneumothorax, and infection events (during the procedure and within 1 week after the intervention). Bleeding will be assessed as the following scale (a. mild = self-limiting bleeding, manageable with suction alone and without the need for any specific intervention; b. moderate = use of any additional intervention such as instillation of ice-cold saline or vasoconstrictive drugs, or transient balloon tamponade, ; c. severe = additional prolonged monitoring or intensive care therapy after the procedure or if the bleeding was fatal). Pneumothorax will be assessed as the following scale (a. pneumothorax not requiring chest tube insertion; b. pneumothorax requiring chest tube insertion)."
8327,272018089,NCT05036369,primary,adverse events,up to 10 weeks,,Safety endpoints include all adverse events related and unrelated to the study treatment
8328,274070570,NCT00565812,other,Number of Participants With Treatment-Emergent Adverse Events (AEs) and Serious Adverse Events (SAEs),Baseline up to 7-10 days after last dose of study drug (Week 111),,An AE was any untoward medical occurrence in a participant who received study drug without regard to possibility of causal relationship. An SAE was an AE resulting in any of the following outcomes or deemed significant for any other reason: death; initial or prolonged inpatient hospitalization; life-threatening experience (immediate risk of dying); persistent or significant disability/incapacity; congenital anomaly. Treatment-emergent were events between first dose of study drug and up to 7-10 days after last dose that were absent before treatment or that worsened relative to pre-treatment state. Adverse events included both serious and non-serious adverse events.
8329,271415784,NCT04015232,secondary,PD Endpoints for Baseline Adjusted ANC: λz (Lambda-z),"Venous blood samples (2 mL each) were withdrawn at pre-dose and at 8, 16, 24 (Day 2), 48 (Day 3), 72 (Day 4), 96 (Day 5), 120 (Day 6), 144 (Day 7), 240 (Day 11), 336 (Day 15) and 504 (Day 22) following 1st and 2nd dose administration.",,First order rate constant associated with the terminal (log-linear) portion of the curve. This was estimated via linear regression of time vs. log concentration. This parameter was calculated by linear least squares regression analysis using last three or more non-zero plasma concentration values.
8330,273498317,NCT04291508,primary,Days alive and free of organ support to day 28,28 days after randomization,,"Defined as alive and free of organ support (dialysis, assisted ventilation, and vasopressors) to day 28. Participants will need to be free of all three components (assisted ventilation, vasopressors, new renal replacement therapy) to qualify for a day alive and free from organ failures. Patients on chronic dialysis will not be scored for the new renal failure free component of this outcome."
8331,272382667,NCT04689139,secondary,Infection rate,up to 10 days,,Number of patients who develop systemic infection and/or operation wound infection
8332,273119272,NCT04696380,primary,E-cigarette and tobacco cigarette craving,2 weeks,,"Modified items from the Mood and Physical Symptoms Scale that asks about change/strength of urges for e-cigarettes and tobacco cigarettes (0-4 scale, 0= not at all and 4= extremely) and strength of urges (1-5 scale, 1=slight and 5= extremely strong)."
8333,273513437,NCT01235338,primary,AUC of Venlafaxine Hydrochloride,Day 15 and Day 30 (24 hour sampling),,
8334,272252581,NCT04042337,primary,Change in Parent Fidelity of PRT Implementation from Baseline to Week 12,"Baseline, Week 12",,Based on behavioral coding of parent-child interaction videos in the home
8335,273167194,NCT01868321,secondary,Other Pulmonary Complications,"From date of inclusion until the date of first documented pulmonary complication or date of hospital discharge or death from any cause, whichever came first, assessed up to three months",,"Atelectasis, barotrauma, pleural effusion"
8336,273143118,NCT02626715,secondary,"Incidence of Acute Graft Versus Host Disease (aGVHD) (II-IV, III-IV)",Day of transplant to end of study (Day 365),,Established by clinical and/or histological criteria
8337,273270650,NCT00168688,secondary,Maternal haemoglobin (8 weeks pp),,,
8338,271429557,NCT05974540,primary,Distance between palpation-based and USG-based determination of the cricothyroid membrane,On the 1 day of the surgery. After the anesthesia induction and intubation.,,Regarding the determination point of the cricothyroid membrane the distance between palpation-based method performed by pediatric surgeon and USG-based method performed by anesthesiologist will be measured.
8339,272580270,NCT01485614,secondary,Change From Baseline in Calcitonin at Week 20 - Males,Baseline and Week 20,,"Calcitonin, along with parathyroid hormone, is a hormone that regulates calcium and bone metabolism. This change from baseline was Week 20 calcitonin minus the Week 0 calcitonin."
8340,273201085,NCT01967680,other,End of mechanical ventilation,90 days,,Days until the participant is without without mechanical ventilation (within 90 days from randomization)
8341,273991060,NCT00747045,secondary,Hospital Free Days,28 days,,
